district,hour,demand,supply,weather_score,event_score,historical_congestion,pool_acceptance,pickup_flexibility,fare_sensitivity,risk_score
D11,22,105,52,0.91,0.99,0.24,0.1,0.75,0.46,0.4
D12,18,191,62,0.61,0.08,0.97,0.87,0.57,0.11,0.73
D1,11,28,49,0.77,0.43,0.57,0.83,0.59,0.82,0.21
D1,14,111,86,0.74,0.24,0.13,0.75,0.21,0.29,0.26
D11,10,43,62,0.66,0.63,0.41,0.47,0.63,0.77,0.2
D2,4,39,89,0.83,0.81,0.33,0.76,0.77,0.81,0.14
D11,4,67,93,0.69,0.97,0.21,0.48,0.89,0.89,0.17
D12,14,49,102,0.53,0.45,0.93,0.74,0.74,0.75,0.26
D12,17,238,98,0.24,0.79,0.88,0.88,0.58,0.56,0.6
D6,10,36,129,0.74,0.92,0.2,0.89,0.67,0.6,0.09
D9,11,33,48,0.47,0.68,0.35,0.45,0.49,0.32,0.19
D4,1,90,88,0.29,0.24,0.76,0.86,0.23,0.18,0.32
D3,19,196,82,0.8,0.61,0.21,0.1,0.88,0.13,0.47
D12,14,63,61,0.7,0.97,0.59,0.1,0.53,0.18,0.29
D8,19,240,60,0.94,0.99,0.7,0.55,0.59,0.93,0.84
D11,3,21,119,0.17,0.64,0.65,0.65,0.99,0.16,0.15
D10,21,87,46,0.65,0.89,0.71,0.15,0.99,0.72,0.47
D9,17,210,77,0.24,0.2,0.71,0.47,0.59,0.18,0.62
D12,5,113,69,0.9,0.25,0.96,0.09,0.03,0.98,0.47
D11,22,106,75,0.1,0.95,0.35,0.6,0.4,0.37,0.32
D5,18,217,78,0.66,0.14,0.88,0.86,0.94,0.41,0.66
D9,10,23,67,0.79,0.19,0.02,0.74,0.29,0.4,0.07
D2,23,82,58,0.35,0.42,0.29,0.38,1.0,0.82,0.31
D3,1,38,120,0.95,0.59,0.05,0.99,0.08,0.22,0.07
D7,7,158,105,0.85,0.6,0.65,0.66,0.57,0.83,0.39
D7,10,119,64,0.29,0.29,0.1,0.82,0.52,0.66,0.35
D6,4,89,52,0.01,0.92,0.85,0.67,0.26,0.22,0.46
D6,17,232,95,0.3,0.92,0.65,0.99,0.95,0.07,0.56
D2,22,63,77,0.28,0.39,0.03,0.82,0.62,0.77,0.15
D10,17,181,57,0.89,0.43,0.71,0.52,0.23,0.22,0.7
D6,13,74,95,0.97,0.7,0.86,0.37,0.38,0.89,0.3
D4,21,96,69,0.07,0.66,0.66,0.68,0.72,0.13,0.37
D12,9,214,80,0.47,0.38,0.03,0.59,0.3,0.62,0.49
D3,2,67,129,0.55,0.41,0.86,0.63,0.88,0.69,0.25
D11,8,190,97,0.09,0.35,0.73,0.34,0.17,0.66,0.49
D2,2,71,67,0.38,0.24,0.38,0.43,0.26,0.32,0.26
D1,10,110,65,0.32,0.46,0.33,0.56,0.14,0.88,0.36
D11,11,106,84,0.54,0.69,0.48,0.84,0.1,0.77,0.31
D11,11,104,42,0.66,0.74,0.87,0.76,0.3,0.51,0.6
D5,2,56,76,0.7,0.78,0.25,0.12,1.0,0.6,0.18
D2,20,109,100,0.14,0.37,0.1,0.25,0.09,0.57,0.21
D2,6,41,68,0.81,0.76,0.86,0.03,0.21,0.95,0.26
D7,13,106,87,0.68,0.01,0.03,0.01,0.27,0.9,0.22
D8,23,49,47,0.89,0.48,0.91,0.22,0.62,0.24,0.35
D10,10,37,103,0.45,0.79,0.31,0.8,0.75,0.26,0.12
D8,6,58,123,0.89,0.63,0.51,0.9,0.75,0.98,0.18
D4,20,45,100,0.87,0.47,0.13,0.39,0.01,0.24,0.1
D1,9,136,54,0.44,0.64,0.9,0.56,0.65,0.95,0.61
D11,10,84,75,0.38,0.91,0.75,0.71,0.63,0.65,0.34
D7,14,37,42,0.93,0.57,0.92,0.95,0.52,0.05,0.32
D1,18,154,89,0.72,0.8,0.68,0.91,0.38,0.34,0.44
D11,15,27,103,0.93,0.98,0.18,0.06,0.8,0.48,0.08
D4,21,51,46,0.8,0.71,0.31,0.25,0.34,0.83,0.25
D8,20,98,108,0.61,0.57,0.49,0.05,0.23,0.33,0.25
D2,19,177,89,0.12,0.04,0.61,0.62,0.31,0.31,0.47
D6,11,103,44,0.29,0.37,0.93,0.71,0.44,0.92,0.59
D6,17,228,55,0.97,0.57,0.38,0.31,0.21,0.08,0.81
D12,22,113,92,0.32,0.8,0.7,0.85,0.61,0.55,0.35
D9,12,27,124,0.09,0.44,0.96,0.45,0.88,0.5,0.21
D5,4,51,74,0.71,0.96,0.15,1.0,0.6,0.06,0.15
D10,3,71,108,0.73,0.27,0.86,0.0,0.45,0.09,0.28
D4,13,101,42,0.29,0.74,0.42,0.11,0.8,0.38,0.5
D5,7,153,89,0.3,0.42,0.73,0.3,0.75,0.13,0.44
D12,8,143,77,0.47,0.49,0.29,0.03,0.37,0.48,0.39
D12,18,204,55,0.02,0.8,0.33,0.78,0.6,0.61,0.72
D10,2,81,118,0.79,0.3,0.03,0.05,0.73,0.69,0.13
D11,4,80,30,0.32,0.1,0.97,0.75,0.25,0.55,0.65
D5,20,108,95,0.85,0.52,0.81,0.05,0.37,0.38,0.35
D8,17,161,62,0.8,0.53,0.09,0.25,0.11,0.13,0.48
D10,0,52,61,0.66,0.8,1.0,0.84,0.99,0.25,0.33
D12,7,185,73,0.32,0.97,0.61,0.95,0.09,0.42,0.57
D8,18,220,53,0.52,0.06,0.85,0.41,0.17,0.92,0.9
D2,16,107,52,0.44,0.59,0.07,0.97,0.48,0.2,0.38
D7,16,48,127,0.34,0.68,0.39,0.63,0.87,0.41,0.14
D8,10,40,59,0.85,0.99,0.67,0.42,0.36,0.73,0.24
D11,1,109,49,0.48,0.94,0.11,0.8,0.77,0.71,0.42
D6,5,35,96,0.83,0.71,0.49,0.3,0.68,0.97,0.15
D5,21,68,87,0.11,0.52,0.44,0.27,0.64,0.19,0.22
D11,13,63,54,0.14,0.16,0.22,0.66,0.85,0.02,0.25
D9,2,42,88,0.98,0.38,0.3,0.39,0.01,0.32,0.14
D3,11,20,126,0.59,0.59,0.97,0.14,0.93,0.15,0.21
D12,3,34,110,0.51,0.73,0.29,0.07,0.83,0.55,0.11
D10,11,117,110,0.52,0.64,0.21,0.79,0.94,0.9,0.23
D4,12,71,87,0.22,0.71,0.54,0.68,0.79,0.69,0.25
D9,1,60,73,0.72,0.43,0.67,0.41,0.88,0.14,0.27
D6,1,23,106,0.08,0.73,0.73,0.9,0.2,0.12,0.17
D8,14,87,36,0.57,0.14,0.75,0.41,0.32,0.91,0.56
D7,22,65,38,0.57,0.16,0.04,0.71,0.32,0.49,0.31
D11,16,106,62,0.91,0.16,0.39,0.91,0.11,0.92,0.38
D2,6,52,113,0.53,0.89,0.77,0.84,0.73,0.74,0.22
D3,13,23,94,0.14,0.08,0.9,0.51,0.14,0.99,0.21
D1,11,53,120,0.57,0.8,0.6,0.68,0.05,0.87,0.19
D9,16,104,117,0.09,0.23,0.05,0.41,0.78,0.41,0.17
D7,13,98,128,0.2,0.47,0.4,0.65,0.9,0.76,0.21
D1,5,83,54,0.03,0.92,0.07,0.26,0.76,0.47,0.29
D3,18,184,58,0.51,0.59,0.75,0.43,0.83,0.23,0.7
D4,23,36,50,0.08,0.21,0.06,0.21,0.6,0.24,0.14
D4,5,79,42,0.47,0.28,0.19,0.04,0.89,0.4,0.37
D5,17,132,53,0.93,0.92,0.42,0.59,0.5,0.11,0.52
D3,23,23,121,0.72,0.43,0.46,0.86,0.99,0.18,0.12
D3,4,26,55,0.08,0.59,0.41,0.03,0.1,0.5,0.16
D1,23,94,53,0.22,0.46,0.46,0.2,0.81,0.95,0.4
D7,23,29,42,0.67,0.38,0.71,0.46,0.64,0.58,0.25
D11,5,63,68,0.89,0.22,0.37,0.67,0.58,0.41,0.23
D10,1,38,80,0.03,0.69,0.55,0.17,0.73,0.24,0.19
D1,7,148,61,0.81,0.72,0.3,0.06,0.84,0.2,0.49
D2,14,71,115,0.56,0.27,0.35,0.52,0.86,0.66,0.18
D4,14,66,59,0.55,0.79,0.61,0.82,0.18,0.85,0.31
D4,10,65,105,0.96,0.85,0.49,0.04,0.2,0.4,0.2
D5,21,112,50,0.75,0.92,0.72,0.35,0.02,0.55,0.53
D11,21,94,77,0.85,0.16,0.56,0.66,0.13,0.71,0.32
D2,23,81,87,0.35,0.3,0.8,0.13,0.26,0.06,0.31
D4,0,37,88,0.55,0.86,0.44,0.24,0.72,0.35,0.16
D1,17,220,86,0.62,0.2,0.49,0.54,0.48,0.73,0.55
D2,11,67,92,0.32,0.0,0.67,0.95,0.76,0.68,0.25
D1,11,31,116,0.57,0.87,0.22,0.29,0.49,0.05,0.09
D10,10,53,90,0.24,0.33,0.39,0.49,0.56,0.24,0.18
D10,7,231,72,0.14,0.41,0.62,0.4,0.11,0.68,0.69
D4,6,72,54,0.37,0.45,0.03,0.9,0.78,0.27,0.24
D4,22,81,33,0.74,0.85,0.44,0.07,0.76,0.81,0.51
D7,20,113,123,0.92,0.34,0.6,0.57,0.31,0.03,0.28
D10,1,32,71,0.46,0.89,0.97,0.85,0.33,0.19,0.26
D11,10,68,107,0.64,0.62,0.88,0.99,0.22,0.28,0.27
D11,21,75,76,0.1,0.53,0.28,0.7,0.81,0.93,0.23
D9,9,137,104,0.9,0.33,0.51,0.38,0.75,0.8,0.33
D9,2,107,47,0.57,0.24,0.06,0.41,0.61,0.88,0.42
D5,19,164,74,0.78,0.62,0.24,0.35,0.24,0.44,0.44
D10,9,210,81,0.79,0.45,0.77,0.6,0.17,0.82,0.61
D1,17,249,73,0.26,0.91,0.12,0.74,0.05,0.85,0.63
D1,13,26,42,0.53,0.49,0.26,0.82,0.05,0.4,0.16
D6,17,220,97,0.96,0.51,0.94,0.42,0.19,0.99,0.58
D2,23,88,129,0.09,0.42,0.82,0.72,0.1,0.85,0.27
D8,7,219,91,0.68,0.79,0.78,0.92,0.56,0.97,0.58
D9,9,238,80,0.96,0.42,0.86,0.92,0.36,0.87,0.69
D4,21,93,55,0.3,0.27,0.75,0.7,0.44,0.78,0.44
D5,12,105,105,0.86,0.86,0.12,0.64,0.59,0.94,0.2
D11,20,51,120,0.93,0.6,0.52,0.53,0.66,0.42,0.17
D8,7,226,102,0.75,0.59,0.44,0.18,0.65,0.78,0.48
D3,3,71,49,0.23,0.61,0.31,0.12,0.26,0.21,0.32
D5,3,59,88,0.33,0.72,0.83,0.49,0.81,0.73,0.27
D3,4,96,43,0.04,0.31,0.46,0.16,0.92,0.79,0.48
D12,0,63,115,0.83,0.03,0.06,0.58,0.32,0.72,0.11
D10,16,101,77,0.85,0.81,0.27,0.65,0.02,0.85,0.28
D3,1,112,72,0.63,0.13,0.23,0.53,0.9,0.41,0.32
D3,7,145,95,0.35,0.72,0.89,0.04,0.92,0.54,0.44
D12,6,54,82,0.08,0.08,0.65,0.06,0.05,0.01,0.24
D7,14,53,32,0.75,0.38,0.56,0.11,0.0,0.15,0.39
D7,4,87,34,0.73,0.06,0.51,0.15,0.82,0.64,0.55
D7,1,29,81,0.91,0.52,0.65,0.99,0.3,0.56,0.18
D10,6,48,125,0.73,0.65,0.75,0.34,0.91,0.2,0.21
D8,7,160,51,0.83,0.17,0.55,0.29,0.22,0.24,0.66
D5,6,95,120,0.75,0.37,0.94,0.05,0.86,0.34,0.31
D5,6,88,66,0.63,0.93,0.98,0.64,0.07,0.72,0.42
D4,13,46,116,0.43,0.44,1.0,0.65,0.26,0.61,0.25
D7,20,52,97,0.9,0.8,0.67,0.18,0.97,0.07,0.22
D10,17,188,70,0.65,0.93,0.93,0.92,0.23,0.76,0.65
D4,5,107,73,0.4,0.97,0.4,0.8,0.13,0.26,0.34
D2,3,114,117,0.08,0.9,0.86,0.23,0.86,0.67,0.33
D4,9,178,102,0.29,0.32,0.91,0.49,0.12,0.12,0.48
D8,17,203,98,0.54,0.96,0.9,0.46,0.1,1.0,0.54
D9,11,85,124,0.28,0.81,0.83,0.35,0.32,0.08,0.27
D3,15,82,54,0.22,0.84,0.41,0.82,0.64,0.74,0.35
D7,6,23,80,0.53,0.02,0.16,0.11,0.71,0.54,0.08
D12,5,30,46,0.17,0.95,0.33,0.42,0.88,0.09,0.18
D9,4,85,99,0.8,0.78,0.77,0.43,0.54,0.03,0.3
D11,2,92,98,0.48,0.77,0.23,0.47,0.39,0.36,0.21
D4,11,103,58,0.57,0.08,0.48,0.86,0.36,0.8,0.41
D10,14,104,102,0.15,0.23,0.57,0.22,0.85,0.04,0.29
D3,9,221,104,0.32,0.96,0.6,0.1,0.72,0.7,0.49
D5,19,201,80,0.41,0.5,0.94,0.62,0.91,0.66,0.62
D1,18,149,76,0.81,0.4,0.66,0.17,0.96,0.27,0.47
D3,15,27,114,0.77,0.84,0.79,0.07,0.3,0.08,0.19
D8,10,80,57,0.22,0.09,0.58,0.43,0.53,0.92,0.36
D11,7,216,55,0.62,0.42,0.83,0.22,0.63,0.3,0.85
D8,2,22,98,0.24,0.38,0.26,0.36,0.16,0.11,0.09
D4,22,92,36,0.99,0.35,0.21,0.26,0.05,0.68,0.49
D2,6,79,33,0.95,0.31,0.93,0.09,0.87,0.22,0.59
D8,22,24,40,0.56,0.21,0.69,0.56,0.54,0.48,0.23
D8,6,34,93,0.7,0.17,0.67,0.03,0.57,0.05,0.19
D10,13,117,42,0.8,0.64,0.47,0.97,0.55,0.99,0.58
D4,1,26,35,0.72,0.92,0.38,0.34,0.75,0.45,0.2
D3,9,185,88,0.7,0.51,0.56,0.7,0.15,1.0,0.48
D2,18,179,79,0.96,0.3,0.12,0.81,0.61,0.39,0.43
D9,8,151,74,0.6,0.16,0.45,0.28,0.47,0.35,0.45
D1,15,47,113,0.64,0.83,0.46,0.75,0.9,0.91,0.16
D7,18,168,52,0.85,0.97,0.54,0.83,0.52,0.33,0.68
D5,17,134,50,0.67,0.35,0.63,0.24,0.94,0.43,0.59
D8,8,144,75,0.73,0.29,0.96,0.99,0.35,0.08,0.52
D4,15,86,69,0.23,0.6,0.65,0.02,0.97,0.96,0.34
D7,12,117,98,0.37,0.78,0.88,0.22,0.88,0.09,0.38
D5,9,224,100,0.15,0.46,0.56,0.78,0.58,0.77,0.51
D5,19,206,92,0.51,0.63,0.63,0.19,0.35,0.54,0.52
D9,13,20,51,0.46,0.72,0.07,0.7,0.38,0.06,0.08
D9,11,81,108,1.0,0.96,0.13,0.86,0.77,0.0,0.16
D9,18,155,67,0.61,0.17,0.58,0.96,0.58,0.94,0.52
D12,6,67,38,0.79,1.0,0.4,0.47,0.4,0.74,0.39
D6,22,20,38,0.33,0.39,0.8,0.97,0.64,0.69,0.24
D6,14,42,74,0.83,0.72,0.54,0.41,0.73,0.44,0.2
D5,15,21,43,0.62,0.57,0.88,0.22,0.02,0.24,0.25
D9,7,167,89,0.7,0.49,0.97,0.51,0.09,0.68,0.51
D10,9,192,67,0.29,0.7,0.15,0.65,0.09,0.61,0.54
D8,3,35,122,0.55,0.4,0.39,0.46,0.23,0.73,0.12
D7,18,237,60,0.63,0.13,0.66,0.57,0.43,0.37,0.83
D7,18,135,52,0.59,0.49,0.31,0.42,0.8,0.99,0.52
D6,20,33,95,0.92,0.52,0.27,0.52,0.35,0.07,0.11
D5,14,115,124,0.9,0.2,0.81,0.95,0.02,0.08,0.32
D4,13,94,115,0.97,0.94,0.98,0.5,0.48,0.92,0.33
D3,0,86,60,0.67,0.23,0.77,0.25,1.0,0.65,0.4
D3,15,52,117,0.97,0.41,0.52,0.76,0.35,0.33,0.17
D6,9,130,93,0.83,0.15,0.44,0.34,0.96,0.76,0.33
D4,18,144,86,0.27,0.54,0.54,0.82,0.1,0.45,0.4
D12,21,46,77,0.43,0.31,0.46,0.06,0.17,0.02,0.19
D12,2,46,41,0.24,0.49,0.5,0.33,0.72,0.65,0.29
D6,4,86,59,0.0,0.22,0.2,0.09,0.5,0.24,0.3
D3,8,225,72,0.19,0.05,0.9,0.09,0.77,0.12,0.73
D4,17,195,56,0.0,0.78,0.75,0.66,0.86,0.23,0.76
D9,10,53,61,0.72,0.64,0.68,0.39,0.25,0.48,0.28
D5,15,58,125,0.43,0.34,0.95,0.87,0.68,0.05,0.26
D7,1,62,72,0.31,0.05,0.28,0.52,0.61,0.88,0.21
D10,11,97,32,0.76,0.87,0.08,0.3,0.86,0.56,0.55
D2,21,65,61,0.83,0.17,0.83,0.72,0.43,0.29,0.34
D5,5,62,129,0.98,0.93,1.0,0.62,0.05,0.69,0.27
D9,10,100,32,0.64,0.48,0.58,0.8,0.57,0.8,0.66
D11,7,203,102,0.46,0.34,0.06,0.64,0.96,0.61,0.37
D3,11,82,69,0.31,0.74,0.78,0.17,0.01,0.2,0.36
D9,1,37,96,0.22,0.88,0.07,0.67,0.24,0.11,0.08
D11,8,232,59,0.21,0.37,0.54,0.39,0.32,0.86,0.8
D6,14,71,102,0.41,0.41,0.28,0.46,0.77,0.23,0.18
D4,1,65,84,0.99,0.43,0.92,0.92,0.32,0.02,0.31
D7,0,65,104,0.0,0.92,0.45,0.36,0.24,0.64,0.19
D8,9,189,82,0.2,0.69,0.9,0.61,0.65,0.15,0.58
D6,1,119,55,0.19,0.25,0.3,0.36,0.05,0.99,0.44
D5,11,46,67,0.72,0.18,0.39,0.09,0.17,0.87,0.19
D6,22,41,55,0.35,0.23,0.95,0.45,0.41,0.61,0.31
D5,7,215,54,0.46,0.26,0.2,0.6,0.36,0.83,0.75
D8,4,54,95,0.15,0.23,0.58,0.41,0.35,0.47,0.21
D1,21,118,102,0.4,0.66,0.39,0.39,0.11,0.79,0.28
D11,0,70,47,0.1,0.12,0.77,0.82,0.36,0.65,0.41
D7,14,62,41,0.53,0.39,0.13,0.03,0.8,0.03,0.29
D10,5,22,111,0.1,0.63,0.44,0.3,0.41,0.95,0.12
D10,11,26,126,0.79,0.29,0.7,0.81,0.59,0.86,0.16
D11,7,135,67,0.57,0.07,0.41,0.92,0.16,0.95,0.44
D2,12,64,115,0.72,0.08,0.06,0.41,0.07,0.73,0.11
D9,18,244,88,0.42,0.13,0.71,0.89,0.88,0.41,0.63
D1,0,70,38,0.38,0.84,0.5,0.2,0.33,0.21,0.42
D11,10,118,52,0.1,0.66,0.01,0.22,0.35,0.18,0.41
D10,19,141,101,0.52,0.06,0.61,0.85,0.88,0.14,0.36
D6,0,107,91,0.51,0.39,0.92,0.9,0.71,0.22,0.38
D9,7,243,89,0.47,0.28,0.11,0.22,0.76,0.55,0.51
D1,4,92,106,0.74,0.58,0.59,0.06,0.68,0.68,0.26
D4,16,59,83,0.83,0.52,0.73,0.09,0.11,0.31,0.26
D4,7,235,66,0.75,0.48,0.07,0.26,0.96,0.55,0.65
D9,9,136,66,0.14,0.31,0.02,0.76,0.91,0.34,0.37
D11,1,69,53,0.62,0.14,0.46,0.51,0.24,0.7,0.32
D5,8,131,84,0.08,0.74,0.79,0.46,0.8,0.99,0.42
D5,23,111,112,0.69,0.88,0.16,0.58,0.41,0.69,0.21
D6,22,52,50,0.38,0.94,0.84,0.89,0.68,0.06,0.34
D1,2,93,82,0.13,0.06,0.66,0.09,0.17,0.48,0.32
D1,17,175,94,0.86,0.74,0.33,0.69,0.54,0.77,0.4
D9,6,28,35,0.61,0.73,0.52,0.93,0.13,0.54,0.24
D3,14,70,64,0.35,0.95,0.97,0.21,0.54,0.95,0.37
D4,20,101,82,0.03,0.25,0.22,0.84,0.24,0.05,0.26
D1,21,38,98,0.54,0.74,0.5,0.7,0.45,0.29,0.16
D9,19,154,60,0.92,0.05,0.62,0.01,0.67,0.22,0.57
D8,17,203,66,0.6,0.63,0.14,0.23,0.88,0.77,0.58
D2,2,55,119,0.97,0.35,0.04,0.61,0.17,0.52,0.09
D8,22,114,125,0.14,0.77,0.01,0.5,0.89,0.14,0.17
D7,13,40,47,0.57,0.86,0.32,0.53,0.39,0.29,0.21
D11,23,79,47,0.8,0.36,0.07,0.23,0.84,0.52,0.31
D6,1,20,43,0.53,0.53,0.8,0.68,0.51,1.0,0.23
D1,13,27,95,0.09,0.12,1.0,0.27,0.86,0.36,0.23
D7,21,70,108,0.58,0.42,0.06,0.39,0.66,0.16,0.13
D10,10,79,63,0.61,0.36,0.43,0.37,0.51,0.5,0.3
D7,15,55,91,0.73,0.18,0.03,0.67,0.31,0.31,0.11
D9,7,130,100,0.76,0.89,0.13,0.09,0.97,0.57,0.26
D1,6,104,71,0.77,0.15,0.32,0.21,0.8,0.47,0.32
D2,10,20,125,0.66,0.64,0.39,0.2,0.38,0.69,0.1
D11,2,103,83,0.22,0.89,0.94,0.11,0.17,0.91,0.39
D9,16,66,129,0.4,0.91,0.4,0.21,0.78,0.2,0.17
D9,13,58,59,0.78,0.79,0.5,0.61,0.99,0.82,0.27
D6,5,26,51,0.95,0.18,0.25,0.73,0.28,0.95,0.14
D6,7,179,94,0.08,0.82,0.0,0.66,0.92,0.37,0.34
D4,21,93,101,0.54,0.28,0.9,0.48,0.13,0.11,0.33
D4,4,110,39,0.31,0.92,0.08,0.05,0.95,0.82,0.52
D5,7,143,95,0.23,0.71,0.96,0.96,0.75,0.7,0.45
D3,1,94,35,0.51,0.79,0.13,0.17,0.35,0.21,0.5
D1,14,40,91,0.61,0.09,0.6,0.67,0.3,0.45,0.19
D1,11,116,48,0.01,0.58,1.0,0.91,0.64,0.58,0.61
D12,16,107,111,0.78,0.82,0.14,0.7,0.59,0.17,0.2
D7,0,118,91,0.82,0.86,0.42,0.22,0.92,0.71,0.31
D1,14,102,82,0.97,0.03,0.78,0.32,0.77,0.69,0.37
D1,13,43,85,0.18,0.94,0.03,0.03,0.54,0.89,0.1
D3,19,191,83,0.59,0.04,0.69,0.61,0.93,0.57,0.54
D10,21,41,97,0.43,0.61,0.08,0.61,0.59,0.57,0.09
D4,15,76,39,0.33,0.69,0.24,0.73,0.85,0.62,0.39
D4,8,195,57,0.57,0.11,0.16,0.01,0.84,0.27,0.64
D2,0,116,67,0.78,0.05,0.91,0.82,0.92,0.76,0.48
D1,16,81,57,0.02,0.78,0.18,0.74,0.07,0.66,0.29
D3,12,29,74,0.97,0.38,0.04,0.14,0.58,0.84,0.08
D11,20,84,127,0.81,0.11,0.59,0.35,0.47,0.77,0.23
D4,20,86,38,0.75,0.76,0.35,0.64,0.49,0.64,0.47
D3,4,24,39,0.76,0.85,0.41,0.5,0.46,0.16,0.18
D8,9,141,67,0.39,0.59,0.12,0.12,0.84,0.92,0.4
D10,5,77,50,0.75,0.16,0.75,0.09,0.32,0.37,0.41
D1,23,40,94,0.39,0.02,0.6,0.78,0.46,0.96,0.19
D2,18,132,54,0.9,0.7,0.36,0.16,0.2,0.4,0.5
D7,12,108,93,0.18,0.55,0.17,0.17,0.25,0.15,0.24
D4,0,68,101,0.29,0.65,0.59,0.83,0.66,0.88,0.23
D8,19,146,58,0.55,0.81,0.78,0.61,0.12,0.8,0.59
D11,14,51,99,0.32,0.43,0.31,0.6,0.19,0.79,0.15
D3,13,40,36,0.42,0.12,0.03,0.48,0.53,0.09,0.2
D6,7,136,96,0.49,0.94,0.21,0.57,0.04,0.88,0.29
D9,9,232,103,0.86,0.55,0.68,0.6,0.13,0.6,0.53
D1,8,156,57,0.52,0.62,0.99,0.97,0.86,0.47,0.67
D1,16,92,57,0.36,0.93,0.01,0.22,0.85,0.91,0.29
D8,8,208,51,0.25,0.93,0.31,0.21,0.35,0.67,0.78
D3,2,90,76,0.41,0.57,0.06,0.06,0.35,0.13,0.22
D5,10,101,115,0.52,0.3,0.32,0.66,0.94,0.52,0.22
D1,11,29,62,0.75,1.0,0.41,0.55,0.03,0.64,0.16
D5,9,136,52,0.12,0.68,0.92,0.11,0.58,0.9,0.63
D11,16,33,73,0.22,0.41,0.08,0.36,0.6,0.28,0.1
D6,16,65,90,0.38,0.56,0.78,0.18,0.79,0.79,0.27
D8,10,55,42,0.36,0.42,0.4,0.33,0.95,0.8,0.31
D3,21,35,109,0.39,0.89,0.81,0.95,0.36,0.13,0.21
D3,3,24,118,0.79,0.48,0.51,0.68,0.44,0.02,0.13
D12,6,57,79,0.32,0.82,0.04,0.01,0.67,0.58,0.14
D11,20,57,85,0.5,0.84,0.95,0.25,0.97,0.79,0.29
D11,13,82,77,0.62,0.82,0.08,0.01,0.89,0.55,0.21
D10,6,109,88,0.23,0.72,0.6,0.71,0.67,0.81,0.33
D9,23,96,73,0.72,0.85,0.88,0.47,0.86,0.62,0.4
D4,7,244,75,0.55,0.39,0.08,0.99,0.09,0.65,0.6
D4,0,74,84,0.45,0.11,0.55,0.73,0.38,0.03,0.26
D12,23,20,37,0.81,0.84,0.82,0.52,0.01,0.09,0.25
D7,21,23,114,0.24,0.5,0.99,0.8,0.18,0.73,0.22
D2,3,105,82,0.88,0.13,0.72,0.7,0.63,0.76,0.36
D8,11,77,66,0.56,0.12,0.28,0.24,0.89,0.54,0.26
D6,23,68,96,0.61,0.16,0.7,0.53,0.63,0.59,0.26
D3,2,38,30,0.88,0.75,0.71,0.56,0.66,0.61,0.35
D9,12,48,116,0.82,0.71,0.7,0.45,0.1,0.1,0.2
D5,19,162,104,0.6,0.2,0.85,0.18,0.66,0.67,0.44
D8,5,71,70,0.75,0.85,0.09,0.22,0.45,0.48,0.2
D7,10,42,34,0.43,0.28,0.11,0.28,0.65,0.6,0.24
D8,22,90,86,0.55,0.79,0.64,0.01,0.33,0.56,0.3
D7,3,25,78,0.06,0.49,0.95,0.92,0.58,0.76,0.23
D3,19,151,98,0.09,0.73,0.47,0.69,0.42,0.32,0.36
D2,15,96,105,0.83,0.38,0.96,0.69,0.56,0.37,0.34
D7,6,23,101,0.06,0.35,0.94,0.57,0.15,0.39,0.21
D3,21,83,66,0.17,0.84,0.9,0.69,0.4,0.76,0.39
D3,10,50,66,0.8,0.04,0.91,0.98,0.37,0.43,0.3
D2,23,64,119,0.0,0.97,0.9,0.39,0.74,0.18,0.26
D4,0,27,69,0.28,0.65,0.82,0.71,0.71,0.98,0.22
D8,6,116,122,0.58,0.43,0.69,0.36,0.91,0.49,0.3
D12,11,24,57,0.6,0.63,0.02,0.85,0.63,0.11,0.08
D1,6,100,116,0.78,0.12,0.13,0.86,0.31,0.67,0.18
D1,22,28,31,0.51,0.51,0.13,0.9,0.78,0.74,0.18
D12,6,82,125,0.51,0.99,0.02,0.01,0.5,0.5,0.12
D5,9,180,101,0.73,0.24,0.12,0.3,0.19,0.65,0.34
D11,15,50,36,0.5,0.72,0.92,0.13,0.75,0.17,0.41
D5,7,159,107,0.61,0.43,0.66,0.45,0.13,0.37,0.39
D11,8,132,100,0.9,0.65,0.31,0.5,0.18,0.16,0.29
D12,8,244,105,0.4,0.2,0.79,0.26,0.76,0.39,0.56
D1,1,92,39,0.39,0.47,0.49,0.72,0.77,0.56,0.51
D6,12,80,79,0.0,0.98,0.14,0.27,0.79,0.44,0.21
D1,12,66,119,0.61,0.2,0.88,0.85,0.29,0.59,0.26
D5,22,20,123,0.03,0.64,0.34,0.18,0.87,0.5,0.09
D9,22,76,67,0.5,0.58,0.7,0.37,0.72,0.32,0.33
D12,3,81,108,0.8,0.57,0.29,0.62,0.83,0.14,0.19
D5,23,108,99,0.55,0.62,0.5,0.61,0.71,0.25,0.29
D6,11,101,94,0.27,0.5,0.82,0.08,0.58,0.2,0.34
D8,16,81,85,0.79,0.02,0.16,0.85,0.11,0.71,0.2
D11,1,86,46,0.27,0.9,0.98,0.6,0.71,0.82,0.51
D1,12,27,89,0.73,0.83,0.07,0.87,0.69,0.72,0.07
D2,17,242,89,0.61,0.17,0.53,0.87,0.31,0.64,0.59
D9,14,100,118,0.17,0.41,0.92,0.55,0.74,0.31,0.32
D3,7,191,90,0.91,0.77,0.95,0.91,0.55,0.71,0.56
D6,14,31,122,0.2,0.98,0.23,0.85,0.56,0.61,0.09
